Station_ID,Date,Depth_m,pH_ctd_orig,Temperature_C,Salinity,Oxygen_umol_kg,Density_kg_m3,predicted_OmegaAragonite,predicted_pH,predicted_DIC_umol_kg,predicted_TA_umol_kg,bottle_OmegaAragonite,bottle_pH_insitu,bottle_pH_lab,bottle_DIC_umol_kg,bottle_TA_umol_kg,Year,Quarter,Month,pH_diff,Rep,Agency,lat,lon,seafloor_depth_m,dist_to_coast_km,monitoring,Season,cast_id
ABC_1,2019-06-23,59,7.8,10.8,33.718,129.77985519,25.814,1.1698043,7.7828205,2160.48107329,2241.6058313,NA,NA,NA,NA,NA,2019,2,6,0.017179500000000125,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,60,7.8,10.79,33.72,130.08412231,25.817,1.17028664,7.78328004,2160.39083601,2241.71003092,NA,NA,NA,NA,NA,2019,2,6,0.016719959999999645,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,61,7.8,10.78,33.721,129.47432413,25.821,1.16654345,7.78191671,2161.04322938,2241.7612621,NA,NA,NA,NA,NA,2019,2,6,0.018083289999999863,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,62,7.8,10.77,33.722,128.86478195,25.823,1.16280567,7.78055306,2161.60137081,2241.81261038,NA,NA,NA,NA,NA,2019,2,6,0.019446939999999913,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,63,7.8,10.75,33.725,128.55963578,25.827,1.15955612,7.77964816,2162.02218587,2241.96903659,NA,NA,NA,NA,NA,2019,2,6,0.02035184000000001,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,64,7.8,10.73,33.728,128.2539919,25.835,1.15630852,7.77874144,2162.63209145,2242.12616544,NA,NA,NA,NA,NA,2019,2,6,0.021258559999999704,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,65,7.8,10.7,33.732,128.25299171,25.843,1.15354609,7.7782948,2163.0100773999998,2242.33634064,NA,NA,NA,NA,NA,2019,2,6,0.021705199999999536,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,66,7.8,10.68,33.733,127.94785388,25.847,1.15030824,7.77738763,2163.43123497,2242.38759115,NA,NA,NA,NA,NA,2019,2,6,0.022612370000000048,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,67,7.79,10.67,33.734,127.338206,25.85,1.14659642,7.77601858,2164.03741853,2242.44022761,NA,NA,NA,NA,NA,2019,2,6,0.013981420000000355,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
ABC_1,2019-06-23,68,7.79,10.64,33.738,126.72782047,25.859,1.14105747,7.77434871,2164.92760521,2242.65286205,NA,NA,NA,NA,NA,2019,2,6,0.015651290000000095,1,ABC,34.1198979,-119.4049393,230,11.4,OA Impacts,Spring,ABC_ABC_1_2019-06-23
